labels,html_url,milestone,body,id,locked,created_at,assignee,title,number,comments_url,labels_url,comments,url,state,updated_at,closed_at,events_url,user
"[{'name': 'bug', 'color': 'fc2929', 'url': 'https://api.github.com/repos/ofereisenberg/Node.js-exercises/labels/bug'}, {'name': 'invalid', 'color': 'e6e6e6', 'url': 'https://api.github.com/repos/ofereisenberg/Node.js-exercises/labels/invalid'}]",https://github.com/ofereisenberg/Node.js-exercises/issues/1,"{'closed_issues': 0, 'html_url': 'https://github.com/ofereisenberg/Node.js-exercises/milestones/SP1', 'id': 1008215, 'due_on': '2015-06-17T22:00:00Z', 'open_issues': 1, 'title': 'SP1', 'number': 1, 'labels_url': 'https://api.github.com/repos/ofereisenberg/Node.js-exercises/milestones/1/labels', 'created_at': '2015-03-05T20:36:52Z', 'url': 'https://api.github.com/repos/ofereisenberg/Node.js-exercises/milestones/1', 'closed_at': None, 'updated_at': '2015-03-05T20:37:46Z', 'creator': {'organizations_url': 'https://api.github.com/users/ofereisenberg/orgs', 'html_url': 'https://github.com/ofereisenberg', 'id': 11338886, 'subscriptions_url': 'https://api.github.com/users/ofereisenberg/subscriptions', 'gists_url': 'https://api.github.com/users/ofereisenberg/gists{/gist_id}', 'followers_url': 'https://api.github.com/users/ofereisenberg/followers', 'gravatar_id': '', 'avatar_url': 'https://avatars.githubusercontent.com/u/11338886?v=3', 'type': 'User', 'login': 'ofereisenberg', 'url': 'https://api.github.com/users/ofereisenberg', 'following_url': 'https://api.github.com/users/ofereisenberg/following{/other_user}', 'starred_url': 'https://api.github.com/users/ofereisenberg/starred{/owner}{/repo}', 'received_events_url': 'https://api.github.com/users/ofereisenberg/received_events', 'site_admin': False, 'events_url': 'https://api.github.com/users/ofereisenberg/events{/privacy}', 'repos_url': 'https://api.github.com/users/ofereisenberg/repos'}, 'description': 'service pack 1', 'state': 'open'}",first issue to test,60011892,False,2015-03-05T20:35:17Z,"{'organizations_url': 'https://api.github.com/users/ofereisenberg/orgs', 'html_url': 'https://github.com/ofereisenberg', 'id': 11338886, 'subscriptions_url': 'https://api.github.com/users/ofereisenberg/subscriptions', 'gists_url': 'https://api.github.com/users/ofereisenberg/gists{/gist_id}', 'followers_url': 'https://api.github.com/users/ofereisenberg/followers', 'gravatar_id': '', 'avatar_url': 'https://avatars.githubusercontent.com/u/11338886?v=3', 'type': 'User', 'login': 'ofereisenberg', 'url': 'https://api.github.com/users/ofereisenberg', 'following_url': 'https://api.github.com/users/ofereisenberg/following{/other_user}', 'starred_url': 'https://api.github.com/users/ofereisenberg/starred{/owner}{/repo}', 'received_events_url': 'https://api.github.com/users/ofereisenberg/received_events', 'site_admin': False, 'events_url': 'https://api.github.com/users/ofereisenberg/events{/privacy}', 'repos_url': 'https://api.github.com/users/ofereisenberg/repos'}",issue test 1,1,https://api.github.com/repos/ofereisenberg/Node.js-exercises/issues/1/comments,https://api.github.com/repos/ofereisenberg/Node.js-exercises/issues/1/labels{/name},0,https://api.github.com/repos/ofereisenberg/Node.js-exercises/issues/1,open,2015-03-05T20:37:45Z,,https://api.github.com/repos/ofereisenberg/Node.js-exercises/issues/1/events,"{'organizations_url': 'https://api.github.com/users/ofereisenberg/orgs', 'html_url': 'https://github.com/ofereisenberg', 'id': 11338886, 'subscriptions_url': 'https://api.github.com/users/ofereisenberg/subscriptions', 'gists_url': 'https://api.github.com/users/ofereisenberg/gists{/gist_id}', 'followers_url': 'https://api.github.com/users/ofereisenberg/followers', 'gravatar_id': '', 'avatar_url': 'https://avatars.githubusercontent.com/u/11338886?v=3', 'type': 'User', 'login': 'ofereisenberg', 'url': 'https://api.github.com/users/ofereisenberg', 'following_url': 'https://api.github.com/users/ofereisenberg/following{/other_user}', 'starred_url': 'https://api.github.com/users/ofereisenberg/starred{/owner}{/repo}', 'received_events_url': 'https://api.github.com/users/ofereisenberg/received_events', 'site_admin': False, 'events_url': 'https://api.github.com/users/ofereisenberg/events{/privacy}', 'repos_url': 'https://api.github.com/users/ofereisenberg/repos'}"
"[{'name': 'enhancement', 'color': '84b6eb', 'url': 'https://api.github.com/repos/ofereisenberg/Node.js-exercises/labels/enhancement'}, {'name': 'help wanted', 'color': '159818', 'url': 'https://api.github.com/repos/ofereisenberg/Node.js-exercises/labels/help%20wanted'}]",https://github.com/ofereisenberg/Node.js-exercises/issues/2,"{'closed_issues': 0, 'html_url': 'https://github.com/ofereisenberg/Node.js-exercises/milestones/SP2', 'id': 1008217, 'due_on': '2015-09-23T22:00:00Z', 'open_issues': 1, 'title': 'SP2', 'number': 2, 'labels_url': 'https://api.github.com/repos/ofereisenberg/Node.js-exercises/milestones/2/labels', 'created_at': '2015-03-05T20:37:10Z', 'url': 'https://api.github.com/repos/ofereisenberg/Node.js-exercises/milestones/2', 'closed_at': None, 'updated_at': '2015-03-05T20:38:30Z', 'creator': {'organizations_url': 'https://api.github.com/users/ofereisenberg/orgs', 'html_url': 'https://github.com/ofereisenberg', 'id': 11338886, 'subscriptions_url': 'https://api.github.com/users/ofereisenberg/subscriptions', 'gists_url': 'https://api.github.com/users/ofereisenberg/gists{/gist_id}', 'followers_url': 'https://api.github.com/users/ofereisenberg/followers', 'gravatar_id': '', 'avatar_url': 'https://avatars.githubusercontent.com/u/11338886?v=3', 'type': 'User', 'login': 'ofereisenberg', 'url': 'https://api.github.com/users/ofereisenberg', 'following_url': 'https://api.github.com/users/ofereisenberg/following{/other_user}', 'starred_url': 'https://api.github.com/users/ofereisenberg/starred{/owner}{/repo}', 'received_events_url': 'https://api.github.com/users/ofereisenberg/received_events', 'site_admin': False, 'events_url': 'https://api.github.com/users/ofereisenberg/events{/privacy}', 'repos_url': 'https://api.github.com/users/ofereisenberg/repos'}, 'description': 'service pack 2', 'state': 'open'}",,60012270,False,2015-03-05T20:38:30Z,"{'organizations_url': 'https://api.github.com/users/ofereisenberg/orgs', 'html_url': 'https://github.com/ofereisenberg', 'id': 11338886, 'subscriptions_url': 'https://api.github.com/users/ofereisenberg/subscriptions', 'gists_url': 'https://api.github.com/users/ofereisenberg/gists{/gist_id}', 'followers_url': 'https://api.github.com/users/ofereisenberg/followers', 'gravatar_id': '', 'avatar_url': 'https://avatars.githubusercontent.com/u/11338886?v=3', 'type': 'User', 'login': 'ofereisenberg', 'url': 'https://api.github.com/users/ofereisenberg', 'following_url': 'https://api.github.com/users/ofereisenberg/following{/other_user}', 'starred_url': 'https://api.github.com/users/ofereisenberg/starred{/owner}{/repo}', 'received_events_url': 'https://api.github.com/users/ofereisenberg/received_events', 'site_admin': False, 'events_url': 'https://api.github.com/users/ofereisenberg/events{/privacy}', 'repos_url': 'https://api.github.com/users/ofereisenberg/repos'}",text issue 2,2,https://api.github.com/repos/ofereisenberg/Node.js-exercises/issues/2/comments,https://api.github.com/repos/ofereisenberg/Node.js-exercises/issues/2/labels{/name},0,https://api.github.com/repos/ofereisenberg/Node.js-exercises/issues/2,open,2015-03-05T20:38:30Z,,https://api.github.com/repos/ofereisenberg/Node.js-exercises/issues/2/events,"{'organizations_url': 'https://api.github.com/users/ofereisenberg/orgs', 'html_url': 'https://github.com/ofereisenberg', 'id': 11338886, 'subscriptions_url': 'https://api.github.com/users/ofereisenberg/subscriptions', 'gists_url': 'https://api.github.com/users/ofereisenberg/gists{/gist_id}', 'followers_url': 'https://api.github.com/users/ofereisenberg/followers', 'gravatar_id': '', 'avatar_url': 'https://avatars.githubusercontent.com/u/11338886?v=3', 'type': 'User', 'login': 'ofereisenberg', 'url': 'https://api.github.com/users/ofereisenberg', 'following_url': 'https://api.github.com/users/ofereisenberg/following{/other_user}', 'starred_url': 'https://api.github.com/users/ofereisenberg/starred{/owner}{/repo}', 'received_events_url': 'https://api.github.com/users/ofereisenberg/received_events', 'site_admin': False, 'events_url': 'https://api.github.com/users/ofereisenberg/events{/privacy}', 'repos_url': 'https://api.github.com/users/ofereisenberg/repos'}"
